Iteration Number,Travel Time
0,82.77760222057859
1,88.37619532270435
2,88.38287036927464
3,96.11576805391189
4,86.18188648038571
5,78.28001421159328
6,92.99385504492659
7,91.46925698937103
8,86.98527453594127
9,87.69818328511946
10,94.10425925651984
11,85.22890777613414
12,84.08222365603768
13,92.96019240521589
14,89.5577194877274
15,88.54058161845279
16,90.51682939623056
17,90.05044495178612
18,88.38922055391191
19,86.58209370260793
20,84.29327675816347
21,84.41794703594128
22,82.54753337825991
23,87.27635222057859
24,92.56399546077144
25,89.90840360946747
26,80.86079134067501
27,89.31580777613412
28,79.59693916502302
29,87.30400976550519
30,83.04379953594128
31,82.25428860946747
32,84.18072587825992
33,83.67942467400835
34,83.7788465253123
35,89.17277962743809
36,88.96023184966032
37,83.00723472057857
38,83.14235282270438
39,87.30768106289723
40,82.54964638724525
41,81.86239360946746
42,75.83811203594126
43,82.01885620260794
44,87.26431717400834
45,77.15886847140041
46,80.42761509149685
47,86.9175696274381
48,81.98362550734169
49,77.93700698937101
50,83.20191300734166
51,81.99096726714882
52,79.99282305391193
53,79.97733527613414
54,80.24029231371904
55,79.13788638724525
56,72.48952759149685
57,78.06451749835634
58,77.11495249835636
59,77.30938999835635
60,79.18164106289724
61,82.22275698937102
62,78.21044356289723
63,73.89816481371906
64,72.53922902695597
65,78.19553323854923
66,75.23920782270436
67,77.98839731371905
68,82.2900036560377
69,78.61071916502303
70,72.0141192581635
71,76.36763087825992
72,74.57655337825992
73,77.19911893381546
74,70.51195097140041
75,75.27556777613412
76,74.02721305391191
77,76.38318499835636
78,72.62129819362264
79,71.93717337825993
80,73.42074698937103
81,74.04759254492659
82,76.16836888724524
83,76.0251742581635
84,72.83425152695594
85,77.06936235864563
86,74.65370865603771
87,79.64150578511943
88,73.9288728692746
89,72.80689499835636
90,76.45894249835634
91,84.40606328511946
92,72.99599166502301
93,77.3829457385492
94,73.96577254492661
95,78.29082472057858
96,71.4529780539119
97,78.17883972057857
98,73.10087782270438
99,70.72362786927462
100,74.48793360946746
101,73.38169805391192
102,71.9959642581635
103,75.7645144428008
104,75.87050666502302
105,75.74994550734169
106,73.2552900449266
107,72.62616513806707
108,78.2505072671488
109,72.60740754492659
110,73.7186892581635
111,79.67748828511944
112,77.53567328511946
113,78.36495606289722
114,74.11915893381547
115,73.76826064705239
116,71.34806310048215
117,75.59614356289723
118,80.45012004492659
119,74.89188222057858
120,76.47451305391189
121,79.44918999835636
122,76.61110939623056
123,73.30711731371905
124,71.31512874917817
125,78.12951138724523
126,76.47556898038573
127,71.60091583168969
128,74.00363356289724
129,81.22210129410477
130,76.54234374917817
131,70.78269819362262
132,76.0953911094675
133,73.2698145359413
134,74.26710476714882
135,73.00583717400832
136,69.21741009149684
137,73.84507745178612
138,72.81126504492659
139,74.89666689623056
140,78.14282888724524
141,76.28005360946744
142,74.78027703594128
143,73.9965625449266
144,74.05728898038572
145,76.40136171159325
146,70.74454509149683
147,72.74325643381547
148,73.48702064705239
149,71.6620856470524
150,76.16519416502302
151,71.89524652695594
152,75.3067625449266
153,81.26879018299365
154,76.9918092581635
155,75.67095782270437
156,77.60192504492659
157,74.50541416502303
158,70.12020648038575
159,78.98774569362263
160,73.32435180473374
161,71.00381319362263
162,75.80093310048215
163,74.13023134067501
164,78.3776552295639
165,78.24508268299365
166,74.62926527613412
167,71.0405214803857
168,76.52219092483017
169,70.23013930473375
170,76.9924247671488
171,72.28091370260793
172,78.73844124917818
173,78.04456027613415
174,72.82992782270435
175,72.64364120260794
176,79.3691944428008
177,82.2462769428008
178,71.29778286927461
179,74.99997777613413
180,74.09371754492659
181,79.20530393381546
182,74.94413360946749
183,78.3691961560377
184,77.35290115603772
185,76.43681675816349
186,78.38108597140041
187,72.83965319362261
188,78.36368486028928
189,72.95927736028932
190,71.00034374917817
191,72.43525592483014
192,73.02666541584483
193,71.24262893381548
194,71.76123342483018
195,75.28906722057857
196,76.86054722057858
197,79.61239416502303
198,77.28865583168968
199,76.97747268299365
200,69.10783254492658
201,70.37992592483016
202,76.75094939623057
203,75.98687749835636
204,71.63396643381547
205,79.77942879410477
206,75.09033643381548
207,76.1110900449266
208,85.57372134067501
209,71.9749653692746
210,70.35292930473372
211,71.83387921159326
212,73.99462069362262
213,77.30647726714881
214,74.28494527613412
215,75.96407564705237
216,71.99507374917818
217,73.40419398038574
218,69.85015648038572
219,75.35013948937103
220,74.4085327295639
221,73.11537282270436
222,75.66198212743811
223,81.02206495178612
224,72.37055921159325
225,76.31105865603769
226,77.51273661845279
227,76.72414860946745
228,74.88845921159326
229,80.09925050734168
230,79.45968749835635
231,68.6062909714004
232,75.3703939338155
233,74.99141888724526
234,78.75890495178612
235,71.4084492581635
236,74.52261786927463
237,71.46775374917819
238,74.01618263806706
239,74.21492370260795
240,71.38704069362264
241,80.19088050734167
242,71.08566587825993
243,74.03809398038572
244,74.30795786927462
245,67.88005152695598
246,74.15695898038572
247,79.81983819197896
248,71.72636171159327
249,77.73527490521587
250,67.9031109714004
251,74.83026536927461
252,73.13507365603769
253,74.95537106289723
254,73.22218342483018
255,76.61785717400835
256,72.7832400449266
257,73.45701860946747
258,72.78021810048213
259,70.2363467581635
260,72.57021333168967
261,68.3960528692746
262,73.35105022956392
263,73.5863978692746
264,79.70224527613412
265,68.91234597140041
266,71.16238171159327
267,70.89391360946746
268,78.07097948937104
269,73.85705948937105
270,77.14855569197897
271,73.7608811560377
272,76.47872629410477
273,73.9823689338155
274,77.62235860946747
275,68.82416342483016
276,77.08227222057857
277,72.16743499835636
278,71.6628670359413
279,72.43890810048215
280,74.8991961560377
281,73.07383888724524
282,76.23816893381549
283,75.53628171159326
284,78.86194499835636
285,77.51786374753453
286,72.12787444280079
287,73.28788522956388
288,73.62750972057856
289,70.0157792581635
290,75.67115083168969
291,69.93189597140042
292,71.83041972057859
293,75.10606490521587
294,80.92393916502303
295,70.00788009149683
296,67.29711092483016
297,74.08358379410478
298,78.90205009149685
299,75.21406013806708
