Iteration Number,Travel Time
0,85.59836995998769
1,88.13354968220992
2,83.37625513860033
3,88.84869968220993
4,86.59524190443214
5,90.58472263860034
6,88.43365865054633
7,83.99817783693058
8,86.11897698387966
9,86.76675589248616
10,76.09785420610189
11,78.51478994027009
12,77.98591390860649
13,85.0189664283241
14,79.60191466249232
15,77.92327400777165
16,78.93672726165744
17,80.04966642832409
18,83.11494680526701
19,79.60270652748923
20,75.11470577360342
21,79.27653484110495
22,71.9000910513812
23,81.05502079332103
24,75.95240271804785
25,73.76226178554938
26,76.66264744027006
27,78.48732511888274
28,77.90263837276856
29,78.88301855138118
30,72.22412345221605
31,78.22501882915896
32,80.15879456332718
33,76.63646448387965
34,76.79200845221608
35,77.53021521804786
36,74.63432791637813
37,72.31920105138119
38,78.08295511888272
39,75.94606696416204
40,77.57165789666051
41,69.75823696416205
42,80.23524448387965
43,74.6019653966605
44,68.98757724193983
45,75.24406966249231
46,78.54487271804786
47,83.59297327360342
48,72.77052501971761
49,77.87248698387965
50,71.92326503943521
51,70.78594150777164
52,75.26127418638427
53,72.26639299582564
54,72.42911503943523
55,77.50098956332715
56,77.33263799582564
57,69.02251446416206
58,69.09769271804785
59,74.58708236082256
60,71.14556188471451
61,66.21881799582563
62,71.18714503943521
63,68.22496021804787
64,84.36006484110496
65,72.66705382915899
66,81.51985652748922
67,69.89424511888274
68,70.91076196416205
69,77.96307013860033
70,72.27380448387964
71,70.62185734110494
72,69.4487539086065
73,74.06972440443214
74,70.12699630944138
75,75.6486075394352
76,71.21460372999384
77,77.216099305267
78,79.55813688471454
79,77.20373595221608
80,69.32407446416207
81,75.23706779749537
82,69.47814845221609
83,70.55512289666052
84,66.50567400777163
85,72.23558289666053
86,73.9028471624923
87,79.57318541637812
88,73.99138474193984
89,67.9432202974954
90,70.06960132915898
91,68.29906317443829
92,71.64113097193368
93,80.81248763860035
94,65.30352345221607
95,72.68073910693674
96,67.5581917855494
97,75.60822569415589
98,73.67789077360342
99,79.35900236082256
100,73.29777206332717
101,75.39135095221607
102,71.0738160513812
103,70.51209696416205
104,73.78675494027009
105,72.39633994027008
106,70.94810261888273
107,72.67589872999385
108,73.00299872999383
109,69.40640855138119
110,65.69671168638426
111,69.04400549582563
112,70.40036615054632
113,68.41029567443829
114,70.33574234110496
115,72.27672476165743
116,73.07423503943521
117,69.14306021804786
118,69.11226474193984
119,73.89685142832408
120,73.12734845221604
121,71.31576372999385
122,72.02215327360342
123,73.04213734110495
124,70.92035122999386
125,69.46763382915896
126,73.46747910693674
127,64.23272400777162
128,72.71412660693674
129,73.38317124971144
130,68.47441160693674
131,68.79232994027011
132,79.24653559499077
133,76.11622420610189
134,78.69043402748923
135,68.85546771804786
136,71.81204632915899
137,71.7469556744383
