Van No,Start Node,Start Latitude,Start Longitude,End Node,End Latitude,End Longitude,Slot Start Time,Slot End Time,Time to Travel,Hitting Time,Slot Adherence,Load
1,Hub,19.237481,73.034974,FMPC0115018346,19.23869,73.04149,2016-05-03 13:00:00,2016-05-03 16:00:00,0.16,2016-05-03 13:15:00,1,5.380963180453056
1,FMPC0115018346,19.23869,73.04149,FMPC0115014207,19.185294,72.973878,2016-05-03 13:00:00,2016-05-03 16:00:00,0.37,2016-05-03 13:52:12,1,8.823211955501735
1,FMPC0115014207,19.185294,72.973878,FMPC0115005455,19.185294,72.973878,2016-05-03 13:00:00,2016-05-03 16:00:00,0.0,2016-05-03 14:07:12,1,20.74289804901237
1,FMPC0115005455,19.185294,72.973878,FMPP0047148898,19.178665,72.964097,2016-05-03 13:00:00,2016-05-03 16:00:00,0.16,2016-05-03 14:31:48,1,10.780923061059038
1,FMPP0047148898,19.178665,72.964097,FMPP0047092480,19.178665,72.964097,2016-05-03 16:00:00,2016-05-03 18:00:00,0.0,2016-05-03 14:46:48,0,3.238775938573375
1,FMPP0047092480,19.178665,72.964097,FMPP0047143550,19.254228,72.971375,2016-05-03 16:00:00,2016-05-03 18:00:00,0.38,2016-05-03 15:24:36,0,24.302385537183188
1,FMPP0047143550,19.254228,72.971375,FMPP0047141973,19.252891,72.98126,2016-05-03 16:00:00,2016-05-03 18:00:00,0.09,2016-05-03 15:45:00,0,52.0963260216587
1,FMPP0047141973,19.252891,72.98126,FMPP0047096009,19.206668,72.961262,2016-05-03 16:00:00,2016-05-03 18:00:00,0.58,2016-05-03 16:34:48,1,10.746773252986518
1,FMPP0047096009,19.206668,72.961262,FMPP0047139885,19.208509,72.957927,2016-05-03 16:00:00,2016-05-03 18:00:00,0.09,2016-05-03 16:55:12,1,2.0044779400604567
1,FMPP0047139885,19.208509,72.957927,Sink,19.237481,73.034974,,,0.41,2016-05-03 17:34:48,,
2,Hub,19.237481,73.034974,FMPP0047138765,19.185294,72.973878,2016-05-03 10:00:00,2016-05-03 13:00:00,0.62,2016-05-03 10:15:00,1,4.56441436652338
2,FMPP0047138765,19.185294,72.973878,FMPP0047141516,19.17885,72.973824,2016-05-03 10:00:00,2016-05-03 13:00:00,0.14,2016-05-03 10:38:24,1,10.782854642191333
2,FMPP0047141516,19.17885,72.973824,FMPC0115015073,19.166497,72.99158,2016-05-03 10:00:00,2016-05-03 13:00:00,0.5,2016-05-03 11:23:24,1,5.380963180453056
2,FMPC0115015073,19.166497,72.99158,FMPP0047144856,19.160796,72.989664,2016-05-03 13:00:00,2016-05-03 16:00:00,0.13,2016-05-03 11:46:12,0,10.780923061059038
2,FMPP0047144856,19.160796,72.989664,FMPP0047135373,19.157271,72.997228,2016-05-03 13:00:00,2016-05-03 16:00:00,0.14,2016-05-03 12:09:36,0,19.005012762472457
2,FMPP0047135373,19.157271,72.997228,FMPP0047146471,19.037391,73.027651,2016-05-03 13:00:00,2016-05-03 16:00:00,0.44,2016-05-03 12:51:00,0,11.496937154667224
2,FMPP0047146471,19.037391,73.027651,FMPP0047152987,19.073605,73.017633,2016-05-03 13:00:00,2016-05-03 16:00:00,0.18,2016-05-03 13:16:48,1,12.584874321203024
2,FMPP0047152987,19.073605,73.017633,FMPP0047144905,19.076336,72.998111,2016-05-03 13:00:00,2016-05-03 16:00:00,0.08,2016-05-03 13:36:36,1,19.56117829177024
2,FMPP0047144905,19.076336,72.998111,FMPP0047143008,19.073047,72.995264,2016-05-03 13:00:00,2016-05-03 16:00:00,0.03,2016-05-03 13:53:24,1,10.780923061059038
2,FMPP0047143008,19.073047,72.995264,FMPC0115015822,19.037264,73.01221,2016-05-03 13:00:00,2016-05-03 16:00:00,0.21,2016-05-03 14:21:00,1,4.62551312746164
2,FMPC0115015822,19.037264,73.01221,FMPP0047132826,19.010006,73.11001,2016-05-03 13:00:00,2016-05-03 16:00:00,0.4,2016-05-03 15:00:00,1,16.825771894860996
2,FMPP0047132826,19.010006,73.11001,FMPP0047148891,19.008917,73.1198,2016-05-03 13:00:00,2016-05-03 16:00:00,0.27,2016-05-03 15:31:12,1,10.780923061059038
2,FMPP0047148891,19.008917,73.1198,FMPC0115027573,19.096021,73.008397,2016-05-03 13:00:00,2016-05-03 16:00:00,0.69,2016-05-03 16:27:36,1,18.030560955262498
2,FMPC0115027573,19.096021,73.008397,Sink,19.237481,73.034974,,,1.18,2016-05-03 17:53:24,,
3,Hub,19.237481,73.034974,FMPC0113348598,19.269529,73.046273,2016-04-27 10:00:00,2016-04-27 13:00:00,0.41,2016-04-27 10:15:00,1,3.9070416523125004
3,FMPC0113348598,19.269529,73.046273,FMPP0047133600,19.28929,73.06745,2016-05-03 10:00:00,2016-05-03 13:00:00,0.26,2016-04-27 10:45:36,1,19.944096407533593
3,FMPP0047133600,19.28929,73.06745,FMPP0047138276,19.28929,73.06745,2016-05-03 10:00:00,2016-05-03 13:00:00,0.0,2016-04-27 11:00:36,1,12.040143841507291
3,FMPP0047138276,19.28929,73.06745,FMPP0047165096,19.306728,73.056298,2016-05-03 13:00:00,2016-05-03 16:00:00,0.16,2016-04-27 11:25:12,0,24.302385537183188
3,FMPP0047165096,19.306728,73.056298,FMPP0047134618,19.187869,73.045442,2016-05-03 13:00:00,2016-05-03 16:00:00,1.04,2016-04-27 12:42:36,0,18.75978757352339
3,FMPP0047134618,19.187869,73.045442,FMPP0047138712,19.195898,73.093879,2016-05-03 13:00:00,2016-05-03 16:00:00,0.52,2016-04-27 13:28:48,1,16.80644207796293
3,FMPP0047138712,19.195898,73.093879,FMPP0047146187,19.19613,73.093987,2016-05-03 13:00:00,2016-05-03 16:00:00,0.0,2016-04-27 13:43:48,1,5.380963180453056
